address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
12 QUAIL RUN,07869,Randolph,,2024-02-16,,,1340000,,,,,,,50704,1999,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
37 LAWRENCE RD,07869,Randolph,,2024-02-20,,,675000,,,,,,,73616,1980,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
58 MORRIS TPKE,07869,Randolph,,2024-02-21,,,700000,,,,,,,18295,1997,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32 WILLOW AVE,07869,Randolph,,2024-02-23,,,795000,,,,,,,24786,1920,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 LONGVIEW AVE,07869,Randolph,,2024-02-26,,,600000,,,,,,,22303,1947,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
188 PARK AVE,07869,Randolph,,2024-02-28,,,545000,,,,,,,13068,1955,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
199 MORRIS TPKE,07869,Randolph,,2024-03-04,,,549900,,,,,,,12327,1913,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 ASHWOOD AVE,07869,Randolph,,2024-03-06,,,630000,,,,,,,17685,1964,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 SPARGO LN,07869,Randolph,,2024-03-06,,,725000,,,,,,,24742,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
40 WINDSOR AVE,07869,Randolph,,2024-03-06,,,525000,,,,,,,14985,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 VILLAGE CT,07869,Randolph,,2024-03-08,,,941000,,,,,,,16553,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 DEER RUN DR,07869,Randolph,,2024-03-13,,,755000,,,,,,,26572,1978,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
34 RIDGE RD,07869,Randolph,,2024-03-13,,,685000,,,,,,,22477,1959,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
2 SHERWOOD CT,07869,Randolph,,2024-03-14,,,1430000,,,,,,,50094,2004,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
172 PARK AVE,07869,Randolph,,2024-03-19,,,650000,,,,,,,14985,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 FARVIEW AVE,07869,Randolph,,2024-03-20,,,465000,,,,,,,45302,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
35 BLACK BIRCH DR,07869,Randolph,,2024-03-20,,,916000,,,,,,,25265,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 PRINCE HENRY DR,07869,Randolph,,2024-03-20,,,195142,,,,,,,24829,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 EDGEWOOD TER,07869,Randolph,,2024-03-22,,,880000,,,,,,,219455,1996,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
49 MISTY MOUNTAIN RD,07869,Randolph,,2024-03-26,,,858000,,,,,,,14985,1962,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
67 DAVIS AVE,07869,Randolph,,2024-03-26,,,551000,,,,,,,12502,1953,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
23 PRINCE HENRY DR,07869,Randolph,,2024-04-01,,,815000,,,,,,,34412,1990,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
21 EAGLE CT,07869,Randolph,,2024-04-03,,,925000,,,,,,,15202,1992,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 HILLCREST DR,07869,Randolph,,2024-04-04,,,875950,,,,,,,25003,1967,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 SHERWOOD CT,07869,Randolph,,2024-04-09,,,1375000,,,,,,,50094,2005,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
21 CRESTWOOD DR,07869,Randolph,,2024-04-10,,,740000,,,,,,,19994,1955,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 INDIA BROOK LN,07869,Randolph,,2024-04-10,,,844000,,,,,,,32670,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
19 WOODMONT DR,07869,Randolph,,2024-04-12,,,600000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 CENTER RD,07869,Randolph,,2024-04-12,,,645000,,,,,,,20473,1961,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1538 SUSSEX TPKE,07869,Randolph,,2024-04-17,,,555000,,,,,,,18731,1900,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
19 SOUTH RD,07869,Randolph,,2024-04-17,,,455000,,,,,,,50530,1961,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
261 MILLBROOK AVE,07869,Randolph,,2024-04-18,,,630000,,,,,,,49658,1967,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30 DRAKE CT,07869,Randolph,,2024-04-19,,,915000,,,,,,,18731,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 DALRYMPLE ST,07869,Randolph,,2024-04-22,,,605000,,,,,,,13591,1953,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 ROCK LEDGE RD,07869,Randolph,,2024-04-22,,,700000,,,,,,,25700,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
23 MARJALEEN DR,07869,Randolph,,2024-04-23,,,935000,,,,,,,16117,1997,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
16 LEIGH CT,07869,Randolph,,2024-04-24,,,925000,,,,,,,45302,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
44 PARK AVE,07869,Randolph,,2024-04-25,,,750000,,,,,,,56192,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 WINDING WAY,07869,Randolph,,2024-04-29,,,745000,,,,,,,26572,1974,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1066 SUSSEX TPKE,07869,Randolph,,2024-04-29,,,670000,,,,,,,19210,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
267 DOVER-CHESTER RD,07869,Randolph,,2024-04-30,,,640000,,,,,,,121968,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
113 EVERDALE RD,07869,Randolph,,2024-05-06,,,935000,,,,,,,54014,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
63 MUSIKER AVE,07869,Randolph,,2024-05-07,,,1060000,,,,,,,25265,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1114 SUSSEX TPKE,07869,Randolph,,2024-05-08,,,746000,,,,,,,28314,1990,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 TAMMY HILL TRL,07869,Randolph,,2024-05-08,,,950000,,,,,,,36155,1983,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
19 RIDGEWOOD DR,07869,Randolph,,2024-05-09,,,605000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
38 CALAIS RD,07869,Randolph,,2024-05-10,,,580000,,,,,,,30492,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1072 SUSSEX TPKE,07869,Randolph,,2024-05-13,,,561000,,,,,,,19210,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
45 CENTER RD,07869,Randolph,,2024-05-14,,,875000,,,,,,,22216,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 MISTY MOUNTAIN RD,07869,Randolph,,2024-05-14,,,750000,,,,,,,20909,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1 CANTERBURY CT,07869,Randolph,,2024-05-15,,,995000,,,,,,,50660,1990,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 DEVONSHIRE DR,07869,Randolph,,2024-05-16,,,1250000,,,,,,,53579,2002,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 SYLVIA PL,07869,Randolph,,2024-05-16,,,500000,,,,,,,14985,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 BROMPTON PL,07869,Randolph,,2024-05-17,,,850000,,,,,,,,2018,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 NATHAN DR,07869,Randolph,,2024-05-18,,,331300,,,,,,,45302,1993,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
266 CENTER GROVE RD,07869,Randolph,,2024-05-20,,,450000,,,,,,,27007,1953,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
34 HERITAGE CT,07869,Randolph,,2024-05-20,,,1069000,,,,,,,24829,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
171 RESERVOIR AVE,07869,Randolph,,2024-05-23,,,450000,,,,,,,19602,1979,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
34 HIGHVIEW TER,07869,Randolph,,2024-05-23,,,585000,,,,,,,14985,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 KNIGHTS BRIDGE DR,07869,Randolph,,2024-05-28,,,1050000,,,,,,,28750,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1 COLONIAL CT,07869,Randolph,,2024-05-29,,,850000,,,,,,,31363,1987,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1284 SUSSEX TPKE,07869,Randolph,,2024-05-29,,,926000,,,,,,,101059,2005,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
24 BERRY LN,07869,Randolph,,2024-05-29,,,890000,,,,,,,25003,1983,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 CREST DR,07869,Randolph,,2024-05-29,,,860000,,,,,,,27443,1975,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 SHADOWBROOK WAY,07869,Randolph,,2024-05-30,,,1461000,,,,,,,101059,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 BUCKINGHAM CT,07869,Randolph,,2024-05-31,,,575000,,,,28,,,,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 JODILEE LN,07869,Randolph,,2024-05-31,,,487000,,,,,,,65035,,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1218 SUSSEX TPKE,07869,Randolph,,2024-06-04,,,281250,,,,,,,22521,1984,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 WEXFORD CT,07869,Randolph,,2024-06-05,,,1017500,,,,,,,60113,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
2 MAHOGANY WAY,07869,Randolph,,2024-06-10,,,675000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
24 BEAVER DAM RD,07869,Randolph,,2024-06-11,,,800000,,,,,,,25265,1974,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
608 MILLBROOK AVE,07869,Randolph,,2024-06-11,,,875000,,,,,,,72310,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
27 KINGSBROOK CT,07869,Randolph,,2024-06-12,,,1451116,,,,,,,101321,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
2 RED BARN LN,07869,Randolph,,2024-06-13,,,830000,,,,,,,25265,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 NEREWOOD RD,07869,Randolph,,2024-06-13,,,850000,,,,,,,25265,2007,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 SHADOWBROOK WAY,07869,Randolph,,2024-06-14,,,1250000,,,,,,,104980,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 DRAKE CT,07869,Randolph,,2024-06-15,,,856000,,,,,,,15682,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 KNIGHTS BRIDGE DR,07869,Randolph,,2024-06-17,,,1150000,,,,,,,29621,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
242 QUAKER CHURCH RD,07869,Randolph,,2024-06-17,,,719000,,,,,,,15202,1948,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 CLOVER LN,07869,Randolph,,2024-06-19,,,840000,,,,,,,19515,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 OLD CHIMNEY RD,07869,Randolph,,2024-06-19,,,845000,,,,,,,25003,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
54 IRONIA MENDHAM RD,07869,Randolph,,2024-06-20,,,680000,,,,,,,43560,1980,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 GUY ST,07869,Randolph,,2024-06-20,,,686000,,,,,,,17860,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 QUAIL RUN,07869,Randolph,,2024-06-21,,,1140000,,,,,,,46566,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1 MARBLE LN,07869,Randolph,,2024-06-24,,,875000,,,,,,,10019,2014,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
25 TROUT BROOK LN,07869,Randolph,,2024-06-24,,,1400000,,,,,,,57891,2005,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
43 W HANOVER AVE,07869,Randolph,,2024-06-24,,,830000,,,,,,,29447,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 TULIP LN,07869,Randolph,,2024-06-25,,,960000,,,,,,,17990,1982,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 LINDA TER,07869,Randolph,,2024-06-25,,,1130000,,,,,,,94090,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
27 ROC ETAM RD,07869,Randolph,,2024-06-25,,,1150000,,,,,,,45738,1997,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30A BENNETT AVE,07869,Randolph,,2024-06-25,,,190000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30D BENNETT AVE,07869,Randolph,,2024-06-25,,,110000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30E BENNETT AVE,07869,Randolph,,2024-06-25,,,170000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
29 HIGH AVE,07869,Randolph,,2024-06-26,,,470000,,,,,,,10890,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 SANDY LN,07869,Randolph,,2024-06-27,,,750000,,,,,,,16117,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 BERRY LN,07869,Randolph,,2024-06-28,,,901000,,,,,,,25003,1983,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 WOODED HILL LN,07869,Randolph,,2024-06-28,,,920000,,,,,,,26136,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
70 WILKESHIRE BLVD,07869,Randolph,,2024-06-28,,,1325000,,,,,,,54014,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 REBECCA CT,07869,Randolph,,2024-07-02,,,940000,,,,,,,63162,1993,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
39 ROC ETAM RD,07869,Randolph,,2024-07-03,,,950000,,,,,,,131116,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
430 MILLBROOK AVE,07869,Randolph,,2024-07-03,,,620000,,,,,,,59677,1977,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
13 OAK DR,07869,Randolph,,2024-07-05,,,555000,,,,,,,16596,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
615 WENDOVER CT,07869,Randolph,,2024-07-05,,,525000,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
43 VALLEY VIEW AVE,07869,Randolph,,2024-07-08,,,580000,,,,,,,27007,1955,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 BUDD ST,07869,Randolph,,2024-07-09,,,603000,,,,,,,68389,1872,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
201 OLD CENTER GROVE RD,07869,Randolph,,2024-07-09,,,545000,,,,,,,33541,1940,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 YORKSHIRE DR,07869,Randolph,,2024-07-09,,,1125000,,,,,,,44997,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
152 QUAKER CHURCH RD,07869,Randolph,,2024-07-10,,,720000,,,,,,,17511,1946,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 EVERDALE RD,07869,Randolph,,2024-07-10,,,658000,,,,,,,47916,1958,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
702 WENDOVER CT,07869,Randolph,,2024-07-10,,,450000,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30B BENNETT AVE,07869,Randolph,,2024-07-12,,,190000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30C BENNETT AVE,07869,Randolph,,2024-07-12,,,110000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30F BENNETT AVE,07869,Randolph,,2024-07-12,,,170000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
34 TREATY RD,07869,Randolph,,2024-07-12,,,395000,,,,,,,25265,1958,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
25 RIDGEWOOD DR,07869,Randolph,,2024-07-15,,,625000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28 SOUTH RD,07869,Randolph,,2024-07-15,,,1250000,,,,,,,69260,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 GOLDEN CORNER WAY,07869,Randolph,,2024-07-15,,,940000,,,,,,,37462,1991,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
95 PARK AVE,07869,Randolph,,2024-07-17,,,1030000,,,,,,,44867,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
61 LONGVIEW AVE,07869,Randolph,,2024-07-19,,,885000,,,,,,,57935,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 SPRINGHILL RD,07869,Randolph,,2024-07-22,,,853500,,,,,,,27007,1974,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 JAMES RD,07869,Randolph,,2024-07-23,,,900000,,,,,,,45738,1989,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 CEDAR RIDGE LN,07869,Randolph,,2024-07-23,,,765000,,,,,,,17860,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
133 HIGH ST,07869,Randolph,,2024-07-24,,,500000,,,,,,,21780,1944,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
46 SHONGUM RD,07869,Randolph,,2024-07-24,,,725000,,,,,,,66647,1989,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 CHAMBERS PL,07869,Randolph,,2024-07-24,,,825000,,,,,,,58370,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 CHIDESTER RD,07869,Randolph,,2024-07-24,,,1009900,,,,,,,30928,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 FORDYCE ST,07869,Randolph,,2024-07-25,,,450000,,,,,,,12894,1955,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
132 SOUTH RD,07869,Randolph,,2024-07-26,,,1335000,,,,,,,43560,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
21 LAKE SHORE DR S,07869,Randolph,,2024-07-26,,,615000,,,,,,,28314,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
3 EAST LOGAN RD,07869,Randolph,,2024-07-29,,,756000,,,,,,,45302,1971,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 HEMLOCK PL,07869,Randolph,,2024-07-29,,,540000,,,,,,,11238,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
40 QUAIL RUN,07869,Randolph,,2024-07-30,,,1190000,,,,,,,45738,1999,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1063 SUSSEX TPKE,07869,Randolph,,2024-07-31,,,600000,,,,,,,69260,1958,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
39 TAMMY HILL TRL,07869,Randolph,,2024-07-31,,,910000,,,,,,,31363,1983,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
49 ALBERT CT,07869,Randolph,,2024-07-31,,,660000,,,,,,,,2018,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 DEVONSHIRE DR,07869,Randolph,,2024-08-01,,,1351000,,,,,,,104108,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1562 SUSSEX TPKE,07869,Randolph,,2024-08-01,,,460000,,,,,,,33803,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
19 E ELIZABETH DR,07869,Randolph,,2024-08-01,,,625000,,,,,,,11326,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
56 SANFORD DR,07869,Randolph,,2024-08-01,,,610000,,,,,,,14985,1958,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 MARJALEEN DR,07869,Randolph,,2024-08-02,,,950000,,,,,,,15246,1997,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 PATRIOTS WAY,07869,Randolph,,2024-08-06,,,1300000,,,,,,,42253,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 REVERE CT,07869,Randolph,,2024-08-07,,,1059000,,,,,,,52708,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
81 BEECH RD,07869,Randolph,,2024-08-07,,,800000,,,,,,,17424,1996,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
13 PINNACLE PT,07869,Randolph,,2024-08-08,,,950000,,,,,,,26136,1989,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32A BENNETT AVE,07869,Randolph,,2024-08-08,,,170000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32C BENNETT AVE,07869,Randolph,,2024-08-08,,,130000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 LINCOLN RD,07869,Randolph,,2024-08-10,,,975000,,,,,,,25700,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
25 PHYLLIS PL,07869,Randolph,,2024-08-11,,,999999,,,,,,,43560,1980,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 WINCHESTER TER,07869,Randolph,,2024-08-12,,,950000,,,,,,,44867,1992,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
62 SHONGUM RD,07869,Randolph,,2024-08-13,,,735000,,,,,,,25003,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32B BENNETT AVE,07869,Randolph,,2024-08-14,,,170000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32E BENNETT AVE,07869,Randolph,,2024-08-14,,,110000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32F BENNETT AVE,07869,Randolph,,2024-08-14,,,110000,,,,,,,,2024,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32 RIDGEWOOD DR,07869,Randolph,,2024-08-15,,,610000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 BROMPTON PL,07869,Randolph,,2024-08-15,,,765000,,,,,,,,2018,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 SHADOWBROOK WAY,07869,Randolph,,2024-08-15,,,1430000,,,,,,,98446,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
31 BARBARA DR,07869,Randolph,,2024-08-16,,,1250000,,,,,,,35719,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 MAHOGANY WAY,07869,Randolph,,2024-08-16,,,630000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 NEREWOOD RD,07869,Randolph,,2024-08-17,,,585000,,,,,,,16509,1963,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
22 HIGH AVE,07869,Randolph,,2024-08-18,,,973554,,,,,,,16683,2009,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 DOBY RD,07869,Randolph,,2024-08-20,,,1095000,,,,,,,64817,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 CENTER GROVE RD,07869,Randolph,,2024-08-20,,,740000,,,,,,,28575,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
13 OVERLOOK AVE,07869,Randolph,,2024-08-22,,,590000,,,,,,,29621,1971,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
