property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
1093|littleton|07950,1093 Littleton Rd,07950,Morris Plains,1,26022807,2026-06-17,2026-07-13,2026-07-17,720000,720000,4,active,,,5,3.5,,,,Single Family,40.859578,-74.450113,https://www.realtor.com/realestateandhomes-detail/1093-Littleton-Rd_Morris-Plains_NJ_07950_M67062-93819,https://ap.rdcpix.com/9615f3df14dc24f7f30ccdbd7f43c410l-m1946462858od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,29,"Move-in ready and offering far more space than its exterior suggests, this custom 5-bedroom, 3.5-bath home is designed for comfortable living and exceptional flexibility. The heart of the home is a custom cherry kitchen with a breakfast bar, seamlessly connecting to the formal living room, dining room, and inviting family room. Hardwood floors run throughout, complemented by recessed and pendant lighting that create a warm and welcoming atmosphere. The layout includes two bedrooms on the main level and three additional bedrooms upstairs, providing versatility for a variety of needs. The spacious primary suite features a walk-in closet, private bath, and its own deck overlooking the backyard. Skylights and ceiling fans throughout the home enhance natural light and year-round comfort. The finished walk-out basement offers incredible additional living space, including a recreation room, gym"
10|brookstone|07950,10 Brookstone Cir,07950,Morris Plains,1,4037653,2026-06-30,2026-07-13,2026-07-17,585000,585000,4,active,,,2,2.0,,1742,1987,Townhouse,40.858222,-74.472191,https://www.realtor.com/realestateandhomes-detail/10-Brookstone-Cir_Morris-Plains_NJ_07950_M59854-77587,https://ap.rdcpix.com/0c5a94eff86b1824720ec96d56a499b0l-m3347580670od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,16,"Welcome to Brookstone Circle, a beautifully maintained & tastefully updated three-level townhouse offering two bedrooms, one full bath & two half baths in the highly desirable Brookstone community of Morris Plains/Parsippany. This move-in-ready home features neutral finishes, a practical open-concept layout &hardwood flooring with decorative crown molding throughout, creating a warm and inviting atmosphere for comfortable living. Main level boasts a formal living room and dining room, as well as an eat-in kitchen with granite countertops & a tiled backsplash.Two decks, one off the living room & another off the primary bedroom, overlook a private backyard, providing wonderful outdoor spaces for relaxation or entertaining. The spacious primary bedroom includes a generous walk-in closet, while the second bedroom is perfect for guests or a home office. The main bath is appointed with marble "
10|carlyle|07950,10 Carlyle Ave,07950,Morris Plains,1,4033552,2026-06-10,2026-07-13,2026-07-17,399000,399000,4,active,,,3,1.0,,10454,1940,Single Family,40.826532,-74.49209,https://www.realtor.com/realestateandhomes-detail/10-Carlyle-Ave_Morris-Plains_NJ_07950_M60649-95587,https://ap.rdcpix.com/75dec69125ed66b835a63cf8d8d1a584l-m1214332124od-w480_h360_x2.webp?w=1080&q=75,PENDING,36,"Opportunity knocks at 10 Carlyle Ave! This 3-bedroom, 1-bath home offers a rare chance to get into the highly desirable Morris Plains market at an exceptional price. While the property needs significant updating and repairs, it presents an outstanding opportunity for investors, contractors, or owner-occupants looking to build equity through renovations. With solid potential and a location that's hard to beat, this home is ready for its next owner to bring their vision and unlock its value.Nestled on a quiet residential street, the home features a peaceful and private backyard that provides a tranquil setting rarely found at this price point. Enjoy the convenience of being less than a mile from the train station and just minutes from downtown Morristown, offering easy access to restaurants, shopping, entertainment, and major commuter routes.Whether you're looking for your next renovation "
11|veterans111|07950,11 Veterans Way Unit 111,07950,Morris Plains,1,4032670,2026-06-06,2026-07-13,2026-07-17,715000,715000,4,active,,,3,2.0,2100,,2022,Condo,40.843573,-74.476413,https://www.realtor.com/realestateandhomes-detail/11-Veterans-Way-Unit-111_Morris-Plains_NJ_07950_M90988-80309,https://ap.rdcpix.com/dfa6592cd8abc53facda715c6687d598l-m508158561od-w480_h360_x2.webp?w=1080&q=75,PENDING,40,"Welcome to this exceptional 3-bedroom, 2-bath in the highly sought-after Collection at Morris Plains, where contemporary style meets everyday comfort. Built in 2022, this home offers a fresh, modern feel, a layout designed for relaxed living and effortless entertaining. Step inside to find an expansive open-concept living space highlighted by rich hardwood floors, high ceilings, and large windows that fill the home with natural light. Off the main living area, an additional space provides the perfect setting for a home office, den, or playroom. The kitchen is sophisticated & functional, featuring high-end appliances, ample storage, and a large center island. The dining area seamlessly extends to a private patio, creating a perfect indoor-outdoor flow. The primary suite offers a peaceful escape, complete with a private bath and generous closet space. All bedrooms are carpeted, two additio"
11|wiley|07950,11 Wiley Ct,07950,Morris Plains,1,4033394,2026-06-10,2026-07-13,2026-07-17,675000,675000,4,active,,,3,2.5,,2178,2001,Condo,40.851609,-74.501554,https://www.realtor.com/realestateandhomes-detail/11-Wiley-Ct_Morris-Plains_NJ_07950_M59549-24405,https://ap.rdcpix.com/bcf031063b84c0eb8323e2432214db1el-m73031425od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,36,"Welcome to this BEAUTIFULLY UPGRADED, MOVE-IN-READY TOWNHOUSE located on a quiet DEAD-END STREET in the highly sought-after GLENMONT COMMONS COMMUNITY. Featuring a desirable NORTHWEST-FACING ORIENTATION, this home offers 3 SPACIOUS BEDROOMS, 2.5 BATHROOMS, a 1-CAR GARAGE, and a BASEMENT providing ample storage and future finishing potential. Enjoy a LOW-MAINTENANCE LIFESTYLE in this well-maintained 265-UNIT PLANNED UNIT DEVELOPMENT, where the HOA covers access to the OUTDOOR COMMUNITY POOL, professional landscaping, irrigation, and common area maintenance.With abundant GUEST PARKING NEARBY and minimal through traffic, this peaceful enclave offers both COMFORT AND CONVENIENCE. Step inside to a BRIGHT AND INVITING MAIN LEVEL featuring GLEAMING HARDWOOD FLOORS throughout the living room, dining room, and kitchen. The spacious living room showcases a COZY WOOD-BURNING FIREPLACE, recessed lig"
11|wood|07950,11 Wood Dr,07950,Morris Plains,1,4016832,2026-03-26,2026-07-13,2026-07-17,850000,850000,4,active,,,4,3.0,,29185,1970,Single Family,40.861224,-74.479992,https://www.realtor.com/realestateandhomes-detail/11-Wood-Dr_Morris-Plains_NJ_07950_M60050-79472,https://ap.rdcpix.com/de0c9151348e62d349166433920182e6l-m2945388657od-w480_h360_x2.webp?w=1080&q=75,PENDING,112,"This true ranch offers a calm, easy rhythm of living on a private, wooded 0.6 acre lot in the most desirable area in Parsippany. Morning light fills the rear of the house engulfing the kitchen with sunlight, while the vaulted family room with its skylight creates an open, airy place to unwind. The family room connects naturally to a three season sunporch, giving you simple ways to move between indoor comfort and outdoor quiet. Four bedrooms, two full baths, and two half baths keep daily routines smooth, and the finished basement adds space for hobbies, workouts, or movie nights. A cedar closet and generous storage throughout the home help everything stay orderly. In the warmer months, the heated inground pool becomes an easy backdrop for gathering or relaxing at your own pace. The wood burning fireplace adds balance in cooler seasons, creating a home that feels lived in and comfortable y"
140|flintlock|07950,140 Flintlock Rd,07950,Morris Plains,1,4021362,2026-04-17,2026-07-13,2026-07-13,890000,890000,1,gone,2026-07-16,,,,,,,,,,,,,,
14|coogan|07950,14 Coogan Ct,07950,Morris Plains,1,4014030,2026-03-12,2026-07-13,2026-07-17,775001,775001,4,active,,,3,3.5,2332,,2022,Condo,40.843975,-74.478157,https://www.realtor.com/realestateandhomes-detail/14-Coogan-Ct_Morris-Plains_NJ_07950_M98422-76424,https://ap.rdcpix.com/45bd97d54603a397e665e2ef2c0ae1f2l-m1246189065od-w480_h360_x2.webp?w=1080&q=75,PENDING,126,"$35,000 PRICE REDUCTION! Don't miss this chance to own a 2022 NEW CONSTRCUTION EAST FACING townhome in the Collection at Morris plains, 5 mins drive to the train station to NYC! This popular 3-story Pershing Townhome is located in prestigious Morris County. Beautiful, private location overlooking trees and a small creek. This home Includes an attached 2-car garage and a WALKOUT BASEMENT with a bonus room with FULL BATHROOM that leads you to a private patio. Open concept main living space with an abundance of windows and sliding door to your own 2nd story DECK overlooking a flowing stream with lots of greenery around. Totaling 3 bedrooms and 3.5 baths this Pershing includes over 2400 sf of living space! 9ft CEILINGS & wall to wall HARDWOOD FLOORS on the main living level. Entertain in this spectacular kitchen w/ SILESTONE quartz countertops & CENTER ISLAND, shaker style cabinets, & stainl"
15|kennedy|07950,15 Kennedy Rd,07950,Morris Plains,1,4035338,2026-06-18,2026-07-13,2026-07-17,585000,585000,4,active,,,3,2.0,,5227,1949,Single Family,40.819505,-74.480349,https://www.realtor.com/realestateandhomes-detail/15-Kennedy-Rd_Morris-Plains_NJ_07950_M63811-10502,https://ap.rdcpix.com/5d3039c03f43c0ceacf7154132f26e57l-m1208335216od-w480_h360_x2.webp?w=1080&q=75,PENDING,28,"This Classic Cape in the desirable Fairchild Section of Morris Township offers classic curb appeal and a versatile floorplan ready to fit your lifestyle. The main level features rich hardwood floors throughout, a sun porch perfect for morning coffee or unwinding at the end of the day, formal dining room, and kitchen with a center island. Two well-proportioned bedrooms and a full bath complete the first floor. Upstairs, the entire second floor is reserved for a private primary suite with an ensuite bath, a genuine retreat offering comfort and separation from the rest of the home. The finished basement adds flexibility to the home's floorplan with endless options. Outside, a fully fenced backyard and detached garage complete this wonderful home. Conveniently located between Morristown and Morris Plains, this home offers easy access to both downtowns, NYC train service, restaurants, shops, "
162|granni|07950,162 Grannis Ave,07950,Morris Plains,1,4032317,2026-06-04,2026-07-13,2026-07-17,479900,479900,4,active,,,2,1.0,954,6534,1900,Single Family,40.833072,-74.492765,https://www.realtor.com/realestateandhomes-detail/162-Grannis-Ave_Morris-Plains_NJ_07950_M60235-18593,https://ap.rdcpix.com/ee629b3e46a465224ab29a7d8720d7ebl-m1549267931od-w480_h360_x2.webp?w=1080&q=75,PENDING,42,"Welcome to 162 Grannis Avenue, a beautifully renovated home in one of Morris Plains' most convenient locations. Step inside to a welcoming living room and dining area that flow seamlessly into the updated kitchen, featuring modern cabinetry, updated countertops, and stainless steel appliances. The first floor also includes a fully remodeled bathroom with contemporary finishes. Upstairs, you'll find two bedrooms with vaulted ceilings, along with a conveniently located laundry closet. Outside, the spacious backyard offers plenty of room to enjoy, highlighted by a refinished deck that's perfect for relaxing or entertaining. Additional improvements include a newly paved driveway providing off-street parking for two vehicles. Ideally situated near downtown Morris Plains, this home offers easy access to local restaurants, shops, and community events. Commuters will appreciate the close proximi"
16|brook|07950,16 Brook Dr,07950,Morris Plains,1,4027321,2026-05-13,2026-07-13,2026-07-17,800000,800000,4,active,,,3,3.0,,13504,1953,Single Family,40.832267,-74.481778,https://www.realtor.com/realestateandhomes-detail/16-Brook-Dr-N_Morris-Plains_NJ_07950_M55597-96949,https://ap.rdcpix.com/0832f193a93bda6b62849f97975c4d3al-m4134852606od-w480_h360_x2.webp?w=1080&q=75,PENDING,64,"Meticulously maintained one-floor living ranch located on a fully fenced, professionally landscaped level, open lot just steps to NJ Transit Train Stations and vibrant downtown Morris Plains. This home has an abundance of natural sunlight flooding the living room with woodburning fireplace, eat-in kitchen with stainless appliances, formal dining room with bay window and wainscoting, sunroom easily used as an office or family room, and magnificent screened porch! Sun room and porch open to a newly painted deck and private, serene open yard. Property has a brook running behind the fence and the property boundary is halfway across the stream. Three bedrooms, two full baths complete the main level. The finished lower level has a huge family room, two bonus rooms, full bath with tub, and storage/utility area. Full pull-down attic holds tons of storage, central air, forced hot air, full house "
